date,Abuse Level,Tweet Content,Interest
2020-02-08,1 ,"@Juana_soop @RiguTang_ 결국 타래도 간성에 관한 내용이네요
SRY의 돌연변이로 인해 XY 여자, XX남자.
그런데 이게 트젠이랑 관련이 있나요?
유전자땜에 트젠이 되나요?
유전자 돌연변이가 있는 사람들은 실제로 그로 인해 질환을 겪고 있을뿐더러 트젠과 엮이는걸 원하지 않아요.
트젠을 옹호하기 위해 간성 끌고오지마세요",17
2020-02-08,1 ,주위에 트젠이 없어서 실제로 아는 사람은 없지만 트위터에선 ‘업’한다며 레이스 팬티를 입고 다리 벌려 찍은 거울샷 올리고 자기가 비는 날 하루 데이트할 남자를 온라인에서 구한다... 어딜봐서 여자야 진짜 여자면 저렇게 하기 힘들뿐더러 있더라도 소수인데 트젠은 저렇지 않은 사람 찾기가 힘듦;,0
2020-02-11,1 ,남자는 강간피해자라고 인정 못받으니(트젠강간도 남자가 함) Mtf트젠의 존재를 인정하라니 이제 남자도 강간피해자로 인정받을 뿐더러 애초에 법이란게 결코 공정하거나 합리적이지 않다는 것을 보여줄 뿐이다. 법이 고추단 트젠 인정했으니 여자들도 인정하란게 어처구니 없는 소리임을 증명 할뿐,46
2020-02-13,1 ,"트젠의 여대입학은 마치..중국인이 본인이 우한폐렴 걸린걸 알고도 기어이 한국인이랑 기숙사방 같이 쓰겠다고 떼쓰는 그런 맥락의 상황이다.
그럼 그 중국인보고 미쳤다고 욕하고 조롱하는 한국인이 폭력적인거냐? 그 한국인더러 고통을 나누지못한다며 이기적이다고 돌 던지는 사람이 폭력적인거냐?",1
2020-02-13,1 ,ㅇㅇ 인공보지 달아서 좋겠어요. 자연보지는 돈 걍 갖고 나와서 돈도 안들고 관리도 안해도 되서 미안하네여. 이왕 돈들여서 인공보지 다신거 트젠스럽게 큐빅도 박고 그라데이션도 넣고 옵션 좀 더 추가하세요. 엄청 이쁘겠넹 남자들이환장하고 좋아할꺼에요 암요암요,0
2020-02-15,1 ,"트젠꿘 쪽에서 핑크파랑 조합 트젠색이라 밀던데(특히 파스텔톤으로)
이거 2016년에 올해 컬러로 뽑혀서 핑파 조합 옷 인쇼나 오프 옷가게에서 엄청 팔았는데 여기서 유행따르던 사람들 강제 트젠행ㅋㅋㅋ으이그 트젠아",2
2020-02-18,1 ,"난 이태원 클라쓰에서 왜 이주영을 트젠으로 넣었는지가 너무너무 투명하게 보여서 역겨웠음
평소 &lt;보이시&gt;,&lt;걸크러시&gt;라는 말이 붙는 배우만 골라서 캐스팅한게 너무...
&lt;머리짧은 여자는 트젠이나 레즈일걸&gt;
라는 대다수 여성의 여성성 탈피를 부정하는 꼬라지를 뒷받침하는거랑 뭐가 다름",13
2020-02-23,1 ,쓰까들 존나 저열 ㅋㅋㅋㅋ 즈그들 비수술 트젠이랑 여탕 쓰라 하면 기겁할 거면서 ㅋㅋㅋㅋㅋ 난 자지공예남이랑도 쓰기 싫지만 ㅠㅠ 웩!!! 같이 쓰는 쓰까? 진정한 고추사랑걸 인정합니다,18
2020-02-23,1 ,@just_somyeon 거부감을 드러내며 반박하는건 지금 트윗이에요. 지금 트윗만 보고 답없는 역겨움으로 인해 트젠을 거부한다 생각마시고 만약 논리적인 반박을 원하시면 제 메인트윗 한번 읽어주세요,0
2020-02-27,1 ,@prismnolight @Pasta_ng @DDangDDa @bmmmzd @gray_blue_cloud 가부장제 시스템에 꾸역꾸역 기어들어가려고 하는 건 트젠이고 그걸 옹호하는 게 님이에요 정신 차리기,1
2020-02-27,1 ,@prismnolight @Pasta_ng @DDangDDa @bmmmzd @gray_blue_cloud 트젠이 여성에게 피해를 주지 않을 거라고 합리화하지 말고 여성혐오와 가부장제 답습을 멈추세요,1
2020-02-28,1 ,@prismnolight @bmmmzd @DDangDDa @Boonno_woman @gray_blue_cloud @Pasta_ng 이분법적인 젠더롤을 거부는 커녕 MTF는 여성이 내다버린 코르셋을 주워입고 그것으로 자신이 여성이라 주장하고 있는데요 트젠은 가부장제가 원하는 여성성을 수행하기 때문에 페미니즘과 젠더론은 함께 갈 수 없습니다,6
2020-03-07,1 ,"옛날에 무슨 다큐 봤는데 
경로당 다닐 나이 된 트젠 똥꼬충이
항문이 안 다물어져서 똥 지릴까봐 
기저귀 차고 산다는 그런 내용이었음
성욕에 미쳐서 트젠된 거 존나 후회한댔음",0
2020-03-09,1 ,"페미들이 트젠더러 ""고추 자른다고 XY가 XX 되진않는다""라고 백번 맞는 말을 해도, 우파를 자처한다는 인간들이 트젠의 여대입학을 찬성하질않나~
(성기 자른다고 생물학적 성별이 안바뀐다고 말한게 남혐이냐?)

근데 사실 이들은 남혐에 기분나쁜게 아니다.
혹여나 누가 호남 욕할까봐 그러는거다.",3
2020-03-15,1 ,당장 여자화장실가면 몰카가 수두룩한데 거기에 또 앞으로 내 옆칸에 앉은새끼가 그냥 변태새낀지 트젠인지 아니면 치매처걸려서똥칠하는새낀지 하나하나 사륜안써서 알아보고 존중해줘야한다고? 그냥 여자더러 뒤지라하지그러냐? 우리 뒤지면 긴머리코르셋꽉조인모습이 여자라고 기록에남기게?,0
2020-03-16,1 ,아니 그니까 나는 애초에 트젠 논리가 납득이 안감.. 성전환수술 (가짜보지 만드는걸 대체 왜 성을 바꾸는 수술이라고 그러는지 모르겟음) 은 안햇지만 자기 스스로 여자라고 생각하기때문에 비록 몸은 남자일지언정 비수술트렌스젠더 여자다... 이게 몬 개소리임?,1
2020-03-16,1 ,역시 트젠은 권력자임ㅋ 가부장제를 강화하고 여성 해체에 보다 효율적임,0
2020-03-19,1 ,"RT) 만약 탈코 4B하는 여자들이 다른 여자들보고 역겨운 인간들이라고 했으면 왜 여자 패냐면서 욕 존나 처먹고 가루가 되도록 까였을 텐데, 트젠(앨라이) 면죄부 참 대단하네...",2
2020-04-07,1 ,"???트젠 뭐야 생리안하는데 생리대 함??
왜!???!! 왜 사서 고생함??????
복에 겨워 자빠졌네....뭔데 나 같음 그딴거
더럽게 비싸고 발암물질 들어있는거 안하고 만다",0
2020-05-28,1 ,"여장변태짓해서 이미지 더럽힌것도 그남
트젠이라고 때려죽이는 애비도 그남
성전환 수술한 여성 강간하는것도 그남인데 왜 여성에게 감내놔라 배내놔라하는건지...",5
2020-05-29,1 ,내가 트젠을 싫어하는 건 아니지만 트젠이 자기를 그 성별로 정의하는 이유가 사회적인 여성상에 자신을 끼워 맞히는 것을 좋아하기 때문이라면 좀 많이 역겨워하는 편,1
2020-05-31,1 ,"나라가 여자 취급하는 꼴이 더러우니까, 여자로서 보존심 상하니까 결혼하지 말자 근데 그러려면 나이 먹고도 잘 살아야 하니까 운동하고 무분별한 소비 지양하고 재테크하고 스펙 쌓아서 정상 가자, 여자를 더 취약하게 만드는 페이강간 지지 안하고 여자의 일상의 안전을 위협하는 트젠 옹호 안한다",9
2020-06-07,1 ,"조앤롤링:성별은 실제해!!
트젠:이 개년 창년 더러운 컨트!!!널 죽여버릴거야!!!!!!",964
2020-06-07,1 ,소수자성을 방패로 혐오하지말라며 ㅋㅋㅋㅋ 여성이 더 소수자라고 주장하지 않을테니까 트젠진영도 트젠이라는 소수자성 가지고 여혐하지말라니까? ㅋㅋㅋㅋㅋ 근데 절대 그렇지못함 왜냐? 트젠 절대다수가 가부장제아래 여성성을 그대로 답습하고있거든 ㅋㅋㅋ,0
2020-06-11,1 ,트젠만큼 가부장제에 절여진 가정 잘 파탄내는 존재도 없을텐데 무슨소리지,2
2020-07-28,1 ,여자화장실도 뺏겨 트젠한테 맞아죽어 ㅋㅋ 누가 약자일까요? 트젠이 여성힌테 맞아죽고 트랜스젠더 죽일년들!!! 하며 유료보지 찢어버리고싶네 ㅋㅋ 이런 위협적인 발언 하는 거 본사람? https://t.co/wcVVjQq0CV,0
2020-10-22,1 ,이래서 가부장제지지자들은 트젠을 좋아할수밖에 없음 잘되면 여성성의 해체고 못되면 이래서 여성은 차별받을수 밖에 없다는 근거가 됨 그저 차이가 있다고 말했을 뿐인데도,0
2020-10-26,1 ,"여아낙태, 임금차별, 성적대상화, 여성혐오는 생물학적 성별에 근간하여 이루어지는 것이지 의료적 시술이나 개인의 ‘느낌’에 기반하지 않는다. 아동이 자기 몸에 해로운 일을 할 때만 아동의 인지 능력과 선택권을 존중하는 가부장제 사회도 믿지 않는다. 패싱여성인 ‘트젠 여성’이란 없다.",3
2020-11-14,1 ,지들이 안맞는다 싶으면 블락빵 먹이고 똑똑한척 하는거 보기 역겹네...트젠 시녀짓 하고 성노동론을 주장하는건 페미니즘과 동일한게 아닙니다!,0
2020-12-02,1 ,"까놓고 FtM은 여성혐오 현실에 인지부조화와서 여자이길 포기하고 스스로 남자라고 세뇌해서 트젠길을 걸은거고 (여권이 올라가면 해결될 문제인데 페미니즘을 택하는 대신 성별을 바꾸는, 현실을 부정하고 문제를 회피하는 길로 빠져 트젠이 됨)
+가부장제에 승차해 여혐에 가세함. ""난이제남자니까~""",1
2021-02-09,1 ,리) 핵심을 정확히 짚은 트윗. 하지만 트젠꿘 여자들은 지 팔자 석자인 것도 모르고 트젠 부둥부둥해주고 팽당함,0
2021-02-13,1 ,"@__missionary 트젠을 했으면 왜 탈코를 하냐 그냥 업업 안한 남자지. 성별에 상관없이 화장하고, 화장하지 않고 이런 사회를 만드려고 여성들이 사회적 여성성을 부수기 위해 탈코르셋을 하는 거다. 더 이상 가부장제의 인형이 되지 않기 위해서. 트젠이 탈코하면 그냥 그건 업업하기 피곤해서야",2
2021-02-13,1 ,"@__missionary ㅇㅇ 잘 아네. 트젠은 여남의 이분법적인 성 역할을 더 강화하고 가부장제를 유지하게 만드니까 더 문제임. 심지어 판 내에서 레즈비언 교정강간, 레즈플 하자고 협박한 트젠남 문제도 그냥 덮어버렸다며. 무지개판 있던 내 지인들이 말해줘서 알았는데 어떻게 생각함?",2
2021-03-03,1 ,"페미가 역겹네, 어쩌네 지랄들을 하는데 ㅋㅋㅋ 변희수 하사가 여군으로 이동하겠다고 했을 때 페북에서 지랄하던 것들 중에 페미는 없었는데?? 하여간 트젠 인권 지랄하는 새끼들은 지들 싫어하는 게 터프 밖에 없는 줄 알아 병신들 ㅋ https://t.co/yk378bw8CI",5
2021-03-03,1 ,아직도 mtf 트젠들 시스젠더 여성을 이상한 멸칭으로 부르네..전에 트젠 커뮤에서 완전.. 역겨운 멸칭으로 xy여성 지칭해서 난리났었는데,2
2021-03-04,1 ,트랜스젠더는 사실 가부장제를 공고히 하는거 아닐까? 하면 트젠 혐오자 돼고 여자들의 발에 있는거 사실 족쇄 아닐까? 하면 여성혐오자 되는거ㅋㅋㅋㅋㅋ,4
2021-03-08,1 ,"#여성의날
아니 존나 신기한데 왜 트젠남 쥭은 건 실트 오르고 트젠꿘들이 여성주의자들 성매매 철폐 시위에 와서 깽판치고 살해위협하고 언어폭력에 협박에 온갖 기타등등 의 위협한거는 실트도 못 오르고 알티도 2천도 안됨 ㅋㅋㅋ 정신 차려라 여자들아 트젠 챙겨봤자 '여자'라는 이름도 뺏긴다",1
2021-03-15,1 ,@Hirsch_Snow 요거는 트젠꿘이 여성권익을 갉아먹는 쪽으로만 판이 형성돼서 그런 거에요... 모든 트젠을 위하는 척 하지만 사실은 전부 여성이 피해입는 쪽으로만 가고 있어서 그것도 포함해서 문제제기하는 사람이 많습니다.,5
2021-03-21,1 ,"트젠, 젠더판이 위험한 이유가 뭐냐면 가부장제의 뉴버전이라 가부장제인척 하지 않고 오히려 페미니즘적 인 것처럼 포장하기 때문임.",0
2021-03-23,1 ,"트젠,젠더론은 그냥 피씨한 가부장제라고요",1
2021-03-24,1 ,"트젠이 절대로 여성이 될수 없는 이유가 여기있음..
수천년의 여혐역사와 가부장제의 숨쉬듯한 혐오를 경험해본적없는 ""남성""은 여성의 입장을 이해할수도, 그 편에 설수도 없다.
그리고 그 혐오와 공격들이 자신(남성)에게 향하지 않고있으니 연대하지 않을수 있는거야. https://t.co/elbGuySNnh",37
2021-04-07,1 ,아니 진심으로 트젠꿘들 여혐하는거 이렇게 티내도 됨? 김진아후보 분명 트젠이랑 관련 1도 없었는대 순식간에 트젠 혐오자됨ㅋㅋㅋㅋㅋ웃긴건 트젠들은 성고정관념 고착화하고 여성일자리 뺏고 여성공간에 들어와서 여성들 위협함,1
2021-05-28,1 ,아니 계정 일시정지 되었었네 젠더쟁이들 비판 좀 했다고 신고 박은거???ㅋㅋㅋ 맹목적인 예수쟁이들과 다를 바 없다. 사회적 여성성은 여성차별이자 여성혐오란다. 가부장제 사회에서 사람(남성)과 구별하기 위해 만들고 여성에게 교육시킨거라고. 그런 사상에 기반을 둔 트젠은 여성혐오 그자체다.,2
2021-06-23,1 ,"근데 애초에 젠더론? 이랑 페미니즘은 성립될 수 없다고 보는데
페미니즘의 목적이 약간 가부장제, 여성성 타파 아님? 근데 여성성을 숭배하는 트젠이랑은 애초에 결이 다른거지.. 
그냥 트젠 여기 안껴들었음 좋겠는데",6
2021-07-04,1 ,랟팸더러 크레딧을 바라는거냐 익명성을 지켜달란거냐 비웃을땐 언제고? 그럼 무성애/트젠 정체성선언하면 검증을 하란거야 말란거야 누가 무성애자/트젠이라면 그런줄 알랄때는 언제고 그게 거짓말인지 아닌지는 어떻게 암?  자기 트젠이라면 트젠이었다가 미안 사실 아니었어 그럼 시젠 되는거?,0
2021-08-23,1 ,"야 이거봐 소추들은 페미//트젠 대립각에서 무조건 트젠편든다니까?
6도덕적으로9 여자팰수있게 해주고 가부장제에 이득되는게 트젠이라고ㅋㅋ
헷갈릴땐 고개를 들어 한남이 편드는쪽을 보라~~ https://t.co/u8c6ce63iW",15
2021-11-08,1 ,"글 존나 치사하게쓰네 ㅋㅋㅋㅋㅋ 노키즈존에 비비면서 여자화장실 침범하는 남트젠 정당화시켜버리기
트젠이 키즈랑 같냐? 우욱 https://t.co/Wv170KPxn2",91
2021-11-08,1 ,트젠바에서 성매매하면 트젠끼리 없애던가~ 왜 성매매 아웃 외치는 사람더러 트젠 챙겨달래? ㅋ https://t.co/xl72EEq9q1 https://t.co/KMh6e8U0Zp,5
2021-11-30,1 ,"여기서 '트젠 싫다'라는 게 감정적으로 싫다는 게 아니라 현 사회 여성의 위치와 안전성을 고려하고 사회적 여성성 탈피를 실천하고 있는, 여성주의와 젠더론의 충돌 때문에 경계하고 반대하는 건데 젠더론자들은 우리가 자르셋남 역겨워서 감정적으로 트젠 거부하는 줄 앎. https://t.co/E1QQhwcZNr",22
2021-12-14,1 ,남자들이 여자 착취하는 건 사실이지만 트젠이 여자 착취하는 건 아니라고? 코튼실링은 뭔데요? 여자화장실 포함 여자 공간 내놔라고 고추 덜렁이는 트젠은 뭔데요? 애초부터 정신적 성별이  가부장제 하의 성 편견과 완전히 분리될 수 있음? https://t.co/eCzNU2IDXp,16
2021-12-25,1 ,@skimcasual 누가 보면 트젠/게이가 여성 보다 약자인 줄 알겠네ㅋ영미에서도 트젠남이 여성을 성폭행해도 너같은 자들이 편들고 고나리하는 바람에 에 문제 자체를 제기하는 게 혐오로 몰릴까봐 쉬쉬하는 분위기인데 유구한 여혐문화 가부장제 뇌절한 한국사람한테 혐오라고 해봐야 지 머가리꽃밭 자랑이지🤦‍♀️,5
2017-08-07,2 ,"트젠은 허구의 여성성으로 자신이 여자라고 착각하는 정신병을 앓고 있으며, 이들의 정체성을 인정하는 건 가부장제의 여성성을 인정,답습하는 것과 같고 페미니즘과 절대 함께 갈 수 없다. https://t.co/cs6GHL8uI2",9
2017-08-26,2 ,"내 생각엔 스까도 다른 방식의 흉자인 듯하다. 솔직히 오조오억 한냄충 빨아주는 거랑 똥꼬충,트젠 빨아주는 거랑 뭐가다르냐 흐팔ㅠ",0
2017-08-27,2 ,@Queenfemi77 @quququo0371 ....? 저새끼 몹니까 거울 안보고 산답니까? ㅠ 딱봐도 트젠 똥꼬충 아니면 게이똥꼬충 아닙니까 이기 ㅠㅠㅠ 이쁜한남 = 주은이 아닙니까이기이기 ㅠㅠㅠ노무노무 빡칩니다,2
2017-08-30,2 ,"ㄲㅋㅋㅋㅋ 야 페미니즘이 말고 뭐챙기냐 ㄲㅋㅋㅋ
트젠 게이 씨디 똥꼬충들은 똥꼬니즘 만들어서 지들끼리 연대하고 기차놀이 하라그래 여자만 챙겨도 바쁜데 걔네를 왜 챙기니? 혹시 똥꼬충이니?",3
2017-09-02,2 ,"@0137sxtbarshark 트젠 똥꼬충 씨디 똥꼬충 게이 똥꼬충들이 여성 보지를 앞구멍으로 진짜 여성기를 지우고 지들 후장을 보지라고 칭하는거랑 걔네가 하는 여혐은 어쩔건데
여자들이 깨부수려는 성이분법을 오히려 걔네는 자신의 6젠더9의 근거로 삼는데 정말 젠더가 올바르다고?",2
2017-09-06,2 ,"? 화장실에 피묻은 생리대는 열어 놓은게 아니라 한남민국 생리대 접착력이 한남좆같이 구려서 펼쳐지는거구요...
님 생리대 펼쳐져 있는거 어떻게 알아? ㅠ 혹시 당신 몰카 씨디 트젠 똥꼬충...? https://t.co/XsHlRpYGq4",1
2017-09-06,2 ,@catJipsaPark 혹시 여자 화장실 들어가는 씨디 똥꼬충 트젠인 쀼젤? 아님 몰카충이노?,1
2017-09-09,2 ,혐오에 혐오로 대응하지마세요 이런 트윗 쓸 시간에 한남이나 더 패겠다. 여성인권 머리채 좀 그만 잡아 웩들아#WEGQ 인공자궁 달았다고 여성 아니야. 트젠 수술 받아도 MTF아니야. MTT지^^*,5
2017-09-29,2 ,"내가 mtf, 트젠, 똥꼬충을 싫어하는 이유

https://t.co/5rQnKzc0Of",0
2017-10-28,2 ,그거 다 가부장제에서 같은 남성에게 받은 폭력을 아래계급인 여성에게 다시 치환하는 수직폭력이다. 비겁하고 졸렬함. 그리고 저런 애들이 논바이러니니 뭐니 개소리 지껄이고 “아 나는 여자였어! 내 정체성은 여자다” 라면서 트젠으로 넘어갈 가능성 높음.,19
2017-11-06,2 ,@kier_game 2017년에도 동거 이야기 하면서 그래도 동거가 트젠보단 낫죠 둘 다 우웩이지만 ㅎㅎ 같은 게 37/0 쳐먹는 사이트에 뭘 기대해요...,1
2017-11-13,2 ,트젠 여성이 굵은 목소리 내면 놀라는거 진짜 역겹다.,2
2017-11-13,2 ,야 내가 생리컵 한사발 했는데 더럽긴 무슨 깨끗하기만 하더만 ㅎ 생리컵 피는 냄새도 안나 좆대갈 새끼들아. 트젠? 트젠은 모르죠? 남트젠 너네는 생리혈도 안찍어먹어봤지? 에배배베베베베 부럽지? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2017-11-15,2 ,"트젠도 가부장제에 의한 피해자란 건 알겠는데 코르셋 주워입고 여혐하고 비수술트젠이 레즈 강간하고 그러면 자꾸자꾸 패야지,, 그거 패는 거 가지고 터프라 하면 제 안의 남혐이 울어요 좆팔",1
2017-12-19,2 ,저는 트젠보다 똥꼬충이더싫은사람,3
2018-01-07,2 ,@FuyuTsubaki_131 지금 근데 첫단추부터 잘못 꿰졌어요....가부장제의 산물이 트젠이라는 걸 모르는 거 같아요.......ㅛㅛ,1
2018-02-27,2 ,@9m12d 트젠 더럽다 했는데쿸쿸쿸,0
2018-05-03,2 ,"똥꼬충은 걍 에이즈 한남임
여자들 제발 트젠, 게이 버리고
여자만 신경썼으면 좋겠음
걔네는 어차피 뭐가됐든 기본 냄져라서
여자편 절대 안들어주는데
그저..우리끼리 싸우니까 진도가 안나가지
나는 여자라서 무조건 여자편인데
너무 답답하다 진짜",1
2018-05-23,2 ,@lepetitpeu 진짜 너무 더럽고 어이가 없다. 여자들은 그 비싼 화장품 깨부수고 길러온 머리 잘라내는데 얼마나 수많은 고민을 하고 후폭풍을 감내하는지 알기나 하나? 대체 이 무슨 행패이고 민폐인지 모르겠다. 트젠? 씨디? 다 필요없다. 넌 자지달린 한남이고 니가 아무리 페미니스트라고 우겨보고 아니라고 해,1
2018-06-08,2 ,"난 진짜 씨디남이나 트젠남이나 어떻게 하나같이 획일화된 여성의 모습으로 소비되고 싶어하는지 모르겠음
그냥 평범하게 내츄럴하게 무난하게 스타일링하는 트젠 진짜 소수봄 
코르셋으로 덕지덕지된 자신을 음란하고 섹시한 여자처럼 소비해달라는 사진들은 가히 역겹다",0
2018-06-20,2 ,트젠 존재에 대해서 회의적이다 페미니즘이 타파하려는 가부장이 정한 '여성성' 끌고 와서 정신적 여성 주장하며 난 여자야 하면 트젠의 존재는 여성운동하는 페미니즘에 뭐가 되는가 그냥 화장하고 치마원피스하이힐 좋아하는 남자인데,0
2018-08-21,2 ,"문빠가 팔로했길래 빛의 속도로 차단했다
한남❌ 트젠❌ 드랙❌ 문빠❌ 좆돌팬❌ 쓰까❌ 웩큐❌
팔로 안 받음 아 안 사요 안 사",0
2018-09-28,2 ,오뉴블 시즌1도 다 못 보고 하차한 거 트젠 쉴드 에피 때문 억쾨 여자랑 mtf를 같이 우웩웩 웩웨엑,0
2018-11-12,2 ,트젠... ㅋㅋ구웩 구에에엑,0
2018-11-27,2 ,"12-1 아무튼 한남새끼가 여자인 척하면서 여자들 코르셋 조이는거 볼때마다 역겹다. 니들이 암만 너네가 여자라고 말해도 너네는 한남일 뿐이다. 애초에 여성해방되면 성 바꿀 필요도 없고, 트젠 인권 뭐시깽이도 다 해결된다. 니들이 말하는 6여성성9은 사라질 것이니까.",1
2019-01-28,2 ,페미니즘은 여성주의 운동이 맞구요... 여권 신장을 목표로 하는 운동이 초점을 여성에 안두면 어디에 둔다는 말임; 여성주의란 말은 여성장애인은 지켜도 남성장애인은 페미가 지킬 상대가 아니며 온통 남성 뿐인데다 여혐 오지는 트젠여(웩)권과 게이권은 페미 안중에 있어서 안된다 이 말임,1
2019-01-29,2 ,"느그 트젠꿘들이 반박 못하고 빤쓰런한 트젠의 진실입니다 막달렌 영상 참고함
페미가 타파하고자 하는 여성성을 강조시키는게 니들인데 어떻게 트젠꿘이 페미가 될 수 있죠? 뇌가 쥐꼬리만큼이라도 남아있다면 생각이란 걸 좀 하자! https://t.co/JpPWo7Upw0",0
2019-01-30,2 ,"@daGkki 나는 트젠이 커지고 다양해지면 진짜로 좆될것같거든요?

근데 래디컬이 커지고 다양해지면 기존 가부장제에만 의존하던 남자는 좆될지언정 나는 이니에요 그래서 지지하는거야",1
2019-03-06,2 ,아오 진짜 서치하다 트젠꿘 봣는데 왜 트젠 정체화하는지 잘 모르겟습니다 그렇지만 트젠으로 살아갈껍니다 ㅇㅈㄹ 존나 개에바네,0
2019-03-18,2 ,"https://t.co/rTgEk9CH7d
ㅋㅋㅋㅋ가관이다 ㅋㅋㅋㅋㅋㅋㅋㅋ인공보지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 트젠말고 다른 젠더는 받아주겠다잖아 내가~~ㅋㅋㅋㅋㅋ 뭘 존나 생색처내세요 무식한 사람아 ㅋㅋ알지도 못하고 혐오 전시하는 주제에 나 비판하면 싸불이고 커뮤 하나 닫았다고 저 세상 억울해죽네ㅋ",1
2019-03-19,2 ,@_gyull 트젠이 여성인권에 끼치고 다니는 해악이 어마무시한데 지금 상식적으로 트젠이 말이안된다고 하면 그게 나쁜짓인건가요? 님 논리 진짜 개이상해요. 적어도 mtf는 여자보다 사회적약자가 아니예요. 님 말하는게 더 못됐고 역겨워요. https://t.co/F3UFOUaRlt,1
2019-04-15,2 ,@liiiionsaza 헐 공식 트젠 ;;;;;;;;; 역겨워요,1
2019-06-02,2 ,그 수익금을 가지는게 아니라 퀴어들에게 도움 될만한 걸로 쓴다니까 아 진짜? 괜찮네 하고 퀴퍼해도 월래 그러커니하고 지나가고 동성애는 애초에 찬성이였고 근데 트젠은 아무리 생각해도 역겹고... 여자가 남자가 되는 건 신경도 안 써 그냥 아 그렇구나~ 하는데 남자가 여자되는 건 좀 역겹잖아,3
2019-08-12,2 ,@Pianga_Lascia ㅇㅈ... 남자니까 여자화장실 들어가지 말라고 디엠보내니까 트젠(특 : 수술 안 함)혐오하냐면서 역겹고 더럽다고 욕한새끼........,0
2019-09-15,2 ,리얼돌 코스..검색하다 트젠 시디계정 타고 보고왔는데..할말 하않.. 역겹게들 노시네요.,0
2019-11-05,2 ,아 쉬라에 트젠 성우 있는 거임? 우웩,5
2019-11-19,2 ,@A__B__C___D___E 남자:거기 112죠? 화장실에 트젠이 들어왔어요 역겨워용,0
2019-12-06,2 ,트젠 지지 안합니다ㅎ 코르셋찬 여성상 동경하면서 여권 후퇴시킬 뿐더러 낙태퍼포먼스(;;;)랍시고 올라온 영상 보고 존나 빡침 더 싫어짐 ㅜ사상 안맞으면 블블해주세욥^^ 난 게이들도 동성애자라서 싫은게 아니라 걍 여혐하는 남자라서 싫어,5
2020-01-15,2 ,나 저번에 광퀴갔었는데 진짜 역겨웠던게 그냥 일반 성인 남성처럼 덩치 개 큰 남자가 싸구려 10000원할것같은 장발 가발쓰고 트젠이라고 하면서 다니더라 짧머인 나는야 트렌스한남젠더,3
2020-01-21,2 ,트젠이 왜 문제인지 모르는 건데 아니 나 진짜 더러웠구나ㅋㅋㅋㅋㅋ 나 젠더론도 지지하고 커뮤도 뛰었고 좆돌도 팠음 미치겠네 빨간약이 답이다,2
2020-01-28,2 ,근친머시기 파고 트젠 옹호하면서 트젠이 한 여혐 지적한 작가님한테 지랄하기...(웩),0
2020-01-30,2 ,"꽃자/추자류의 트젠 방송을 보니 트젠의 더러운 사상과 삶의 모습을 알게 되서 극혐이다 -&gt; x
그 분들이 어릴 때부터 하고 싶은 공부를 마음 껏하고 직업 교육도 받아서 유흥업 이외의 분야에서도 열심히 일할 수 있는 사회를 만들자. -&gt; o",20
2020-01-30,2 ,"트젠 존재자체가 가부장제를 기반으로한 여혐인데 뭔ㅋㅋㅋㅅㅂ비판만 하면 죄다 혐오발언이래~~ㅋㅋㅋㅋ
물어보면 죄다 앵무새마냥 똑같은 소리하고 다 똑같이 행동하잖아
막 지들은 어릴때부터 바지보다 치마가 좋고 인형이 좋고 웅앵웅
난 어릴때부터 여자애들과 달리 바지가 좋고 웅앵웅~",5
2020-01-30,2 ,트젠은 상관이없어요 꼬추 자르고 여자행세하는 한남이 역겨울 뿐이지 트젠은 트젠이다 여성이 아니라고,0
2020-01-30,2 ,우웩이다 왜 여대에 트젠이 입학하는 거지 소수자 보호 웅엥웅할꺼면 트젠 대학을 만들던가 여자 자리 빼앗아먹는건 일등이네,0
2020-01-30,2 ,"야야 역겨운 트젠 성소수자라고 하지마라
성소수자 쪽팔린다",0
2020-01-30,2 ,"@101027zz 시발 트젠이 여탕도 들어오고 여대까지 들어와? 난 진짜 기분 개드러워
인공보지 달아봤자 뭐함 시발
그냥 고추 없는 남자지",1
2020-01-30,2 ,트젠 더러워,0
2020-02-02,2 ,@double__ss3 트젠은 여성이 아니기 때문입니다! 성염색체로 남성이라고 합니다. 저는 레즈비언인데 트젠들이 우리들의 공간에 오는게 불쾌하며 역겹습니다!,16
2020-02-02,2 ,가족/사람이라서 분노를 넘어서 역겨움을 느낀다. 미국 여혐도 똑같이 힘들거든요!(?그러면서 그럼 인종차별 안 당할 좆국 돌아가라면 발작함ㅋㅋ) 그리고 트젠/똥꼬충은 우리보다 더 힘들어요!하면서 덤비는 외국사는 멍청이들 자기 일 아니라 이거지. 아니 외국 나오면 좆국이 얼마나 좆 같은지,6
2020-02-02,2 ,어쩐지 쎄하다 했어 ㅋㅋㅋㅋ 여자 따라하려는 트젠 느낌이 넘 강해서 우웩임... 탐라에서만 보다가 영상 직접 보니까 더 웃기고 소름돋아 걔네가 생각하는 &gt;&gt;여자여자함 내지는 여성스러움&lt;&lt;을 완벽하게 담아냄ㅋ ㅋ ㅋ 기분전환하러 미용실가기. 아침에 샐러드먹기. 스킨로션바르기(손에만??) 등등,1
